GeoFips,GeoName,2017,2018,2019,2020
31069,"Garden, NE",43506,43386,46002,50671
31071,"Garfield, NE",39254,38679,41582,47856
31073,"Gosper, NE",43161,46389,49937,59049
31075,"Grant, NE",43880,42251,47447,54922
31077,"Greeley, NE",43369,43665,46749,56500
31079,"Hall, NE",42226,43251,44457,47793
31081,"Hamilton, NE",54651,53269,55198,61230
31083,"Harlan, NE",45045,48354,51888,57828
31085,"Hayes, NE",55315,59047,65255,79926
31087,"Hitchcock, NE",37341,37020,39694,46667
31089,"Holt, NE",51829,50052,51745,59853
31091,"Hooker, NE",45003,49972,47804,54516
31093,"Howard, NE",42643,42807,45971,50857
31095,"Jefferson, NE",45305,46852,48555,53407
31097,"Johnson, NE",32457,33941,35813,39498
31099,"Kearney, NE",52722,51964,55393,61585
31101,"Keith, NE",43701,46216,47398,51040
31103,"Keya Paha, NE",48703,49059,49847,66705
31105,"Kimball, NE",45040,44821,44529,50075
31107,"Knox, NE",45401,45053,46679,53356
31109,"Lancaster, NE",47387,49449,50510,52887
31111,"Lincoln, NE",47200,48335,49610,54043
31113,"Logan, NE",41057,51024,49181,58616
31115,"Loup, NE",52906,52250,52624,61740
31117,"McPherson, NE",45613,42520,45197,62907
31119,"Madison, NE",47098,49412,51413,55104
31121,"Merrick, NE",46486,42782,46880,50870
31123,"Morrill, NE",53108,52631,56516,63120
31125,"Nance, NE",33926,35316,39292,46091
31127,"Nemaha, NE",45261,46286,48589,51548
31129,"Nuckolls, NE",46277,48906,51840,59449
31131,"Otoe, NE",49120,52757,54989,57873
31133,"Pawnee, NE",40236,43293,43594,51436
31135,"Perkins, NE",54428,53314,62624,71191
31137,"Phelps, NE",49530,50321,53449,59324
31139,"Pierce, NE",52849,53362,57173,62493
31141,"Platte, NE",44687,46316,48042,52316
31143,"Polk, NE",50017,50763,53391,57312
31145,"Red Willow, NE",43158,44441,46409,52196
31147,"Richardson, NE",45679,47393,49555,54773
31149,"Rock, NE",49613,58222,59531,72590
31151,"Saline, NE",40144,41949,43935,47785
31153,"Sarpy, NE",48895,51167,52380,55173
31155,"Saunders, NE",49710,51349,53414,56892
31157,"Scotts Bluff, NE",42805,44183,45388,49048
31159,"Seward, NE",48242,50032,51580,56220
31161,"Sheridan, NE",44693,45565,49061,56597
31163,"Sherman, NE",40018,40422,43915,50461
31165,"Sioux, NE",51669,53759,55894,64440
31167,"Stanton, NE",40805,43178,45713,52621
31169,"Thayer, NE",50940,51546,54402,60659
31171,"Thomas, NE",48197,53385,53003,57805
31173,"Thurston, NE",35591,36075,39140,45789
31175,"Valley, NE",44326,45977,49408,59867
31177,"Washington, NE",54253,55607,58047,60738
31179,"Wayne, NE",41340,42332,44259,49143
31181,"Webster, NE",45018,45901,49541,53815
31183,"Wheeler, NE",60509,55761,68540,70710
31185,"York, NE",46009,48434,50703,56457
32001,"Churchill, NV",44203,44965,46149,50081
32003,"Clark, NV",45444,47184,49225,51244
32005,"Douglas, NV",70805,72605,75241,78416
32007,"Elko, NV",44643,46542,47785,50429
32009,"Esmeralda, NV",41880,38802,43025,42962
32011,"Eureka, NV",37023,38085,42637,46792
32013,"Humboldt, NV",45593,46106,48853,51772
32015,"Lander, NV",61801,66040,69494,72931
32017,"Lincoln, NV",36184,37022,39793,43357
32019,"Lyon, NV",37833,39137,40313,44098
32021,"Mineral, NV",36882,37652,41261,48982
32023,"Nye, NV",37472,38414,39673,41367
32027,"Pershing, NV",32497,32047,33337,37906
32029,"Storey, NV",53486,57763,58374,65971
32031,"Washoe, NV",56441,61033,62994,66076
32033,"White Pine, NV",42301,44354,46584,50653
32510,"Carson City (Independent City), NV",47952,50378,52880,56510
33001,"Belknap, NH",58480,61382,63484,66919
33003,"Carroll, NH",57688,59191,60844,63403
33005,"Cheshire, NH",50029,51590,53190,56088
33007,"Coos, NH",42323,43569,44804,49564
33009,"Grafton, NH",57896,61106,63816,67943
33011,"Hillsborough, NH",58315,60760,62752,66548
33013,"Merrimack, NH",55614,57516,59936,63839
33015,"Rockingham, NH",71001,74464,78153,80220
33017,"Strafford, NH",48347,50679,52598,56104
33019,"Sullivan, NH",49953,52583,54260,57602
34001,"Atlantic, NJ",46304,48110,51247,55802
34003,"Bergen, NJ",81024,85191,88241,91972
34005,"Burlington, NJ",59271,61140,63528,67154
34007,"Camden, NJ",51096,53026,54958,58830
34009,"Cape May, NJ",57477,60246,63203,67836
34011,"Cumberland, NJ",38353,39448,41327,45498
34013,"Essex, NJ",62659,63521,65927,70497
34015,"Gloucester, NJ",52729,54646,56853,60386
34017,"Hudson, NJ",60558,65090,67570,71682
34019,"Hunterdon, NJ",84912,87934,91946,95088
34021,"Mercer, NJ",65247,68052,70675,74218
34023,"Middlesex, NJ",57889,60547,62665,66640
34025,"Monmouth, NJ",75876,79249,82270,86091
34027,"Morris, NJ",93544,97244,99140,102227
34029,"Ocean, NJ",50356,51725,53517,57344
34031,"Passaic, NJ",47191,49167,51203,55775
34033,"Salem, NJ",45923,47485,50597,54578
34035,"Somerset, NJ",99210,104620,110466,112825
34037,"Sussex, NJ",59144,61531,64284,67814
34039,"Union, NJ",64342,67346,68867,72543
34041,"Warren, NJ",53149,54973,56956,60525
35001,"Bernalillo, NM",41921,43326,45203,48683
35003,"Catron, NM",31432,32384,32184,36171
35005,"Chaves, NM",37763,39086,40117,43615
35006,"Cibola, NM*",26799,27651,28979,32755
35007,"Colfax, NM",38798,39688,41000,45610
35009,"Curry, NM",41433,41787,43667,48894
35011,"De Baca, NM",44141,45330,47727,56603
35013,"Doña Ana, NM",35006,35805,37413,40218
35015,"Eddy, NM",47822,54520,60847,62356
35017,"Grant, NM",37929,40554,42599,45561
35019,"Guadalupe, NM",31443,33752,35168,39140
35021,"Harding, NM",34153,38545,41124,50723
35023,"Hidalgo, NM",38692,41272,43323,48166
35025,"Lea, NM",40139,47092,49517,47215
35027,"Lincoln, NM",39408,40547,41869,44732
35028,"Los Alamos, NM",67374,70405,73189,76142
35029,"Luna, NM",29782,31445,32997,38022
35031,"McKinley, NM",26295,27402,28855,32804
35033,"Mora, NM",35916,38290,40436,45300
35035,"Otero, NM",33340,34562,35231,38779
35037,"Quay, NM",36602,38961,39870,44691
35039,"Rio Arriba, NM",33531,34982,36401,40771
35041,"Roosevelt, NM",39482,39226,41475,46999
35043,"Sandoval, NM",40940,41843,43977,47257
35045,"San Juan, NM",34056,35408,36095,38370
35047,"San Miguel, NM",33078,34797,36191,40675
35049,"Santa Fe, NM",55595,58525,60301,63004
35051,"Sierra, NM",36588,38534,40762,47388
35053,"Socorro, NM",32798,33875,35054,39055
35055,"Taos, NM",36506,37906,38446,42965
35057,"Torrance, NM",30034,31670,33301,37276
35059,"Union, NM",34538,35192,35939,41932
35061,"Valencia, NM*",32841,34177,35268,38918
36001,"Albany, NY",58814,59547,61876,66632
36003,"Allegany, NY",34001,34553,37131,40840
36005,"Bronx, NY",34574,35819,38096,43919
36007,"Broome, NY",42341,43487,45174,49314
36009,"Cattaraugus, NY",38818,39239,41122,45200
36011,"Cayuga, NY",41212,42031,44415,48585
36013,"Chautauqua, NY",39533,39900,41443,45357
36015,"Chemung, NY",42356,43941,45658,49439
36017,"Chenango, NY",40934,41715,43286,47842
36019,"Clinton, NY",42952,43216,44859,48292
36021,"Columbia, NY",54255,55163,57136,60859
36023,"Cortland, NY",39257,40368,41412,45776
36025,"Delaware, NY",38203,39271,42523,45822
36027,"Dutchess, NY",54183,55799,58417,62319
36029,"Erie, NY",49153,50435,52264,56748
36031,"Essex, NY",44348,45638,47329,50824
36033,"Franklin, NY",37001,37264,39307,42525
36035,"Fulton, NY",41708,42812,44478,48957
36037,"Genesee, NY",42385,43618,45200,49468
36039,"Greene, NY",46504,47044,48947,52484
36041,"Hamilton, NY",53213,54330,55730,60014
36043,"Herkimer, NY",40037,40795,43347,47266
36045,"Jefferson, NY",45368,46375,48896,53964
36047,"Kings, NY",48822,51730,54349,59468
36049,"Lewis, NY",43571,44539,47134,51992
36051,"Livingston, NY",44110,45845,46116,49382
36053,"Madison, NY",43071,43607,45453,49137
36055,"Monroe, NY",50926,52173,54174,58299
36057,"Montgomery, NY",40678,40534,41995,46332
36059,"Nassau, NY",85859,89242,92159,96253
36061,"New York, NY",179655,184539,187213,191220
36063,"Niagara, NY",43664,44569,47053,51506
36065,"Oneida, NY",42772,43917,46529,50201
36067,"Onondaga, NY",50610,52624,54379,58919
36069,"Ontario, NY",52226,53151,55315,59335
36071,"Orange, NY",50074,51247,53287,57688
36073,"Orleans, NY",37977,38959,39798,44477
36075,"Oswego, NY",39152,40067,42047,46210
36077,"Otsego, NY",42355,43670,45672,49275
36079,"Putnam, NY",63485,66740,69542,73152
36081,"Queens, NY",46907,49212,51530,57085
36083,"Rensselaer, NY",47497,48618,50481,54748
36085,"Richmond, NY",54227,55695,57990,62558
36087,"Rockland, NY",58153,60111,62206,66350
36089,"St. Lawrence, NY",37166,37707,39373,43034
36091,"Saratoga, NY",65490,70010,72219,77398
36093,"Schenectady, NY",48523,48718,54310,58210
36095,"Schoharie, NY",40003,41084,42648,46469
36097,"Schuyler, NY",40804,41357,42703,46971
36099,"Seneca, NY",37937,38284,40299,44065
36101,"Steuben, NY",43280,44869,46726,50331
36103,"Suffolk, NY",66429,69209,72180,76713
36105,"Sullivan, NY",44399,45993,48550,52249
36107,"Tioga, NY",44127,44811,46818,50990
36109,"Tompkins, NY",43311,44692,46052,49486
36111,"Ulster, NY",48502,50378,52554,56071
36113,"Warren, NY",51055,52542,54650,59509
36115,"Washington, NY",39281,40089,42122,46305
36117,"Wayne, NY",44767,45732,48162,51282
36119,"Westchester, NY",102861,107252,112037,115386
36121,"Wyoming, NY",39312,39872,42682,47331
36123,"Yates, NY",38682,39082,41632,45258
37001,"Alamance, NC",38336,39742,41256,43973
37003,"Alexander, NC",35671,36539,37758,40176
37005,"Alleghany, NC",35510,36576,37987,40599
37007,"Anson, NC",34360,35135,37741,38785
37009,"Ashe, NC",33585,34791,36643,39612
37011,"Avery, NC",33910,35335,36896,39437
37013,"Beaufort, NC",40581,41331,43878,46363
37015,"Bertie, NC",35482,35216,37557,40351
37017,"Bladen, NC",34481,34040,35601,39264
37019,"Brunswick, NC",43130,44497,45128,46829
37021,"Buncombe, NC",46323,48819,50804,53309
37023,"Burke, NC",33836,34881,36022,38946
37025,"Cabarrus, NC",43983,45352,46826,49679
37027,"Caldwell, NC",33860,34896,36141,38894
37029,"Camden, NC",44336,44413,45839,48642
37031,"Carteret, NC",46536,47910,50531,53276
37033,"Caswell, NC",33751,34413,36032,39265
37035,"Catawba, NC",43207,44528,46184,49193
37037,"Chatham, NC",60204,63068,64978,66766
37039,"Cherokee, NC",31000,31996,34072,36620
37041,"Chowan, NC",39206,40326,42376,45388
37043,"Clay, NC",31965,33043,34901,37625
37045,"Cleveland, NC",35948,36920,38859,41616
37047,"Columbus, NC",31054,31827,33376,37112
37049,"Craven, NC",40906,42495,45308,48832
37051,"Cumberland, NC",36659,37919,39799,42992
37053,"Currituck, NC",44760,45460,46911,49152
37055,"Dare, NC",53100,54295,56573,59240
37057,"Davidson, NC",37793,38966,40647,43348
37059,"Davie, NC",46611,47774,49964,52153
37061,"Duplin, NC",34476,33314,35354,37872
37063,"Durham, NC",47518,49557,51380,54056
37065,"Edgecombe, NC",33354,34443,36237,39394
37067,"Forsyth, NC",46821,47037,48756,51323
37069,"Franklin, NC",34530,36088,36826,39490
37071,"Gaston, NC",39489,39851,41330,44103
37073,"Gates, NC",37483,36883,38915,41571
37075,"Graham, NC",31857,33017,35055,37943
37077,"Granville, NC",37043,38053,40359,42807
37079,"Greene, NC",30305,30343,32088,34811
37081,"Guilford, NC",43942,45234,47013,49856
37083,"Halifax, NC",34453,35342,37146,39680
37085,"Harnett, NC",33351,34359,35873,38280
37087,"Haywood, NC",38782,39540,41523,43754
37089,"Henderson, NC",41582,43626,45680,47385
37091,"Hertford, NC",30929,31222,32717,36216
37093,"Hoke, NC",29944,31402,32845,35411
37095,"Hyde, NC",36024,35397,39776,42832
37097,"Iredell, NC",48625,51163,53465,56201
37099,"Jackson, NC",32137,33255,35663,38341
37101,"Johnston, NC",38898,40272,41318,44087
37103,"Jones, NC",39539,37400,41434,43254
37105,"Lee, NC",38738,40923,42390,44870
37107,"Lenoir, NC",38742,39285,40990,44361
37109,"Lincoln, NC",43909,45514,47322,50216
37111,"McDowell, NC",33310,34190,35086,37858
37113,"Macon, NC",38626,39243,41654,44564
37115,"Madison, NC",32380,33747,35888,38148
37117,"Martin, NC",32810,33431,35403,38301
37119,"Mecklenburg, NC",58562,60804,62846,65244
37121,"Mitchell, NC",34634,35781,37046,39476
37123,"Montgomery, NC",34660,35608,36850,39353
37125,"Moore, NC",49492,50526,52441,54514
37127,"Nash, NC",39840,41564,43315,45890
37129,"New Hanover, NC",43505,46049,48558,50780
37131,"Northampton, NC",33104,33506,36080,38402
37133,"Onslow, NC",38825,40077,40671,43122
37135,"Orange, NC",63302,62393,65530,67089
37137,"Pamlico, NC",40840,40568,42848,45994
37139,"Pasquotank, NC",38052,37819,39521,42529
37141,"Pender, NC",36351,37403,39418,41292
37143,"Perquimans, NC",39994,39284,41234,44402
37145,"Person, NC",36430,37342,39038,41581
37147,"Pitt, NC",39225,41163,42882,45169
37149,"Polk, NC",42724,43276,46661,48125
37151,"Randolph, NC",35848,37378,38935,41231
37153,"Richmond, NC",33743,34157,35434,38554
37155,"Robeson, NC",27985,28846,30552,33062
37157,"Rockingham, NC",35522,36586,38057,40672
37159,"Rowan, NC",36575,38338,40714,43724
37161,"Rutherford, NC",31296,32180,34065,36714
37163,"Sampson, NC",35042,33889,35805,38165
37165,"Scotland, NC",31221,32428,33895,36247
37167,"Stanly, NC",37520,38545,39931,42613
37169,"Stokes, NC",35737,37340,38775,41186
37171,"Surry, NC",36773,37875,39696,42133
37173,"Swain, NC",38223,38462,40824,44213
37175,"Transylvania, NC",39904,41102,43065,44747
37177,"Tyrrell, NC",31479,29285,33699,37638
37179,"Union, NC",50356,52475,54534,56820
37181,"Vance, NC",33044,33643,35002,37774
37183,"Wake, NC",56394,60330,62657,65450
37185,"Warren, NC",28539,29228,30317,33779
37187,"Washington, NC",34038,34454,36780,39912
37189,"Watauga, NC",35012,36704,38652,40157
37191,"Wayne, NC",37135,38115,40116,42882
37193,"Wilkes, NC",36042,36445,37309,39518
37195,"Wilson, NC",38095,39158,40260,43111
37197,"Yadkin, NC",36586,37328,39012,41250
37199,"Yancey, NC",33847,36475,38011,40422
38001,"Adams, ND",48651,46920,49382,59255
38003,"Barnes, ND",49884,52638,56985,64242
38005,"Benson, ND",33371,36824,36229,45003
38007,"Billings, ND",79392,78008,81562,82466
38009,"Bottineau, ND",53725,62199,61826,68631
38011,"Bowman, ND",59112,61172,68298,68963
38013,"Burke, ND",63675,73840,76582,77237
38015,"Burleigh, ND",56917,59381,61147,62801
38017,"Cass, ND",54512,57597,59415,61899
38019,"Cavalier, ND",57589,74820,64238,88702
38021,"Dickey, ND",51763,54902,63334,71888
38023,"Divide, ND",52374,52531,55971,62052
38025,"Dunn, ND",57531,63808,67270,68491
38027,"Eddy, ND",55191,59883,60794,74844
38029,"Emmons, ND",47696,49479,51194,64430
38031,"Foster, ND",57681,61268,61967,76313
38033,"Golden Valley, ND",41037,37752,39030,46435
38035,"Grand Forks, ND",49158,51496,53381,57659
38037,"Grant, ND",46745,43023,45297,57761
38039,"Griggs, ND",55921,57992,58748,73753
38041,"Hettinger, ND",53591,48395,50384,59519
38043,"Kidder, ND",49396,51092,53103,64918
38045,"LaMoure, ND",49824,52791,60161,70351
38047,"Logan, ND",54908,53489,51572,59859
38049,"McHenry, ND",46431,53196,52552,59320
38051,"McIntosh, ND",54011,55917,60988,70812
38053,"McKenzie, ND",60265,68494,67761,64035
38055,"McLean, ND",51851,56859,61260,66025
38057,"Mercer, ND",58955,58663,58923,60497
38059,"Morton, ND",51296,53084,54782,57708
38061,"Mountrail, ND",55052,64063,65591,64982
38063,"Nelson, ND",57268,60783,61641,75907
38065,"Oliver, ND",44476,44851,45805,52076
38067,"Pembina, ND",57766,58930,60963,72827
38069,"Pierce, ND",46382,51064,48329,57159
38071,"Ramsey, ND",46178,49414,50171,57250
38073,"Ransom, ND",51733,54827,59123,65153
38075,"Renville, ND",56943,75079,71625,80431
38077,"Richland, ND",47214,49981,52375,54465
38079,"Rolette, ND",33323,36026,36455,41884
38081,"Sargent, ND",52178,55738,62704,67215
38083,"Sheridan, ND",42335,48170,47192,58958
38085,"Sioux, ND",26293,27710,28194,33675
38087,"Slope, ND",49346,40838,45086,60039
38089,"Stark, ND",60324,62343,65914,63650
38091,"Steele, ND",51522,55133,62811,84674
38093,"Stutsman, ND",49043,51666,54679,62694
38095,"Towner, ND",53532,70334,59474,87632
38097,"Traill, ND",47958,50381,54952,64096
38099,"Walsh, ND",48453,51266,52544,63790
38101,"Ward, ND",51385,54284,56161,57492
38103,"Wells, ND",53519,59809,60817,79403
38105,"Williams, ND",66448,70474,69619,64850
39001,"Adams, OH",33623,34849,35553,39658
39003,"Allen, OH",40688,42427,43268,46500
39005,"Ashland, OH",37168,38595,39969,43041
39007,"Ashtabula, OH",37028,38923,40039,43597
39009,"Athens, OH",32666,33402,34387,36642
39011,"Auglaize, OH",47471,48735,49225,52330
39013,"Belmont, OH",39711,42836,41735,43354
39015,"Brown, OH",36305,37428,38935,42275
39017,"Butler, OH",45753,47498,49959,52598
39019,"Carroll, OH",37995,39504,40997,44624
39021,"Champaign, OH",39547,41353,42403,46605
39023,"Clark, OH",39239,40263,41625,45363
39025,"Clermont, OH",51543,53893,57571,60535
39027,"Clinton, OH",43531,45082,45049,48542
39029,"Columbiana, OH",36659,38282,39387,42771
39031,"Coshocton, OH",33763,35262,36258,39640
39033,"Crawford, OH",36945,38720,39667,43918
39035,"Cuyahoga, OH",52583,54612,55998,59923
39037,"Darke, OH",41439,43987,44202,48088
39039,"Defiance, OH",39716,40995,41905,45385
39041,"Delaware, OH",72563,74837,76131,79382
39043,"Erie, OH",59777,60406,55748,56732
39045,"Fairfield, OH",44939,46436,47809,51153
39047,"Fayette, OH",37517,38583,40049,46261
39049,"Franklin, OH",48820,50184,51467,55294
39051,"Fulton, OH",44107,45506,47145,50349
39053,"Gallia, OH",37813,39560,40492,43932
39055,"Geauga, OH",67024,69949,71824,73958
39057,"Greene, OH",49155,50478,51648,54645
39059,"Guernsey, OH",38792,40629,41731,45218
39061,"Hamilton, OH",57145,59550,61458,65035
39063,"Hancock, OH",50016,50191,50556,54386
39065,"Hardin, OH",31419,32894,33253,36506
39067,"Harrison, OH",37674,38607,39466,42014
39069,"Henry, OH",43610,44650,46216,50752
39071,"Highland, OH",35111,36269,37274,41094
39073,"Hocking, OH",37080,38010,39253,42337
39075,"Holmes, OH",43262,45612,47386,48118
39077,"Huron, OH",39062,40609,41776,45844
39079,"Jackson, OH",34934,35514,36816,40663
39081,"Jefferson, OH",37297,38916,40683,44375
39083,"Knox, OH",40831,43197,44390,47964
39085,"Lake, OH",49167,51402,52811,56085
39087,"Lawrence, OH",36742,38521,39413,42905
39089,"Licking, OH",44918,46030,47498,50810
39091,"Logan, OH",41280,43047,44189,48471
39093,"Lorain, OH",44886,46507,47989,51157
39095,"Lucas, OH",44146,46147,47719,51024
39097,"Madison, OH",41001,41247,42296,46679
39099,"Mahoning, OH",41530,42992,44315,47729
39101,"Marion, OH",36585,37393,37873,41449
39103,"Medina, OH",54313,56311,57630,60514
39105,"Meigs, OH",33704,34713,36055,39644
39107,"Mercer, OH",49789,52830,50940,54527
39109,"Miami, OH",45992,47759,48999,52469
39111,"Monroe, OH",32266,35404,37565,41242
39113,"Montgomery, OH",45088,46786,48143,51618
39115,"Morgan, OH",32156,33024,34508,38583
39117,"Morrow, OH",37671,39275,40740,44282
39119,"Muskingum, OH",39588,40855,42506,46070
39121,"Noble, OH",26126,27335,27981,30397
39123,"Ottawa, OH",50012,52226,54026,57446
39125,"Paulding, OH",39130,40818,41831,46097
39127,"Perry, OH",36507,37505,38562,41913
39129,"Pickaway, OH",39846,40924,42169,46033
39131,"Pike, OH",36634,37706,38804,42774
39133,"Portage, OH",42978,44319,45500,48285
39135,"Preble, OH",38698,40164,41302,45016
39137,"Putnam, OH",47389,49465,50699,54646
39139,"Richland, OH",37827,39173,40313,43928
39141,"Ross, OH",35691,37235,39010,42348
39143,"Sandusky, OH",40224,41563,42343,46113
39145,"Scioto, OH",37031,39122,40794,43820
39147,"Seneca, OH",38050,39002,40458,44993
39149,"Shelby, OH",44284,45556,46069,49956
39151,"Stark, OH",43460,44912,46384,49592
39153,"Summit, OH",49266,51404,53580,56821
39155,"Trumbull, OH",39748,41043,41559,45142
39157,"Tuscarawas, OH",41863,43952,45039,47937
39159,"Union, OH",54310,58905,59835,64147
39161,"Van Wert, OH",40537,42507,43120,47339
39163,"Vinton, OH",32618,33713,35022,38881
39165,"Warren, OH",58637,60439,62896,65855
39167,"Washington, OH",40647,43360,44343,47365
39169,"Wayne, OH",42931,45133,46939,49901
39171,"Williams, OH",39830,41256,42965,46040
39173,"Wood, OH",45663,47624,48566,51147
39175,"Wyandot, OH",42192,44854,46032,50573
40001,"Adair, OK",28820,29020,29926,32724
40003,"Alfalfa, OK",36090,39579,40970,43043
40005,"Atoka, OK",31604,32121,32869,34758
40007,"Beaver, OK",48769,52237,54416,57190
40009,"Beckham, OK",36143,38847,39364,41041
40011,"Blaine, OK",38747,42419,43857,44435
40013,"Bryan, OK",33729,34189,35545,37561
40015,"Caddo, OK",34321,35750,37535,39673
40017,"Canadian, OK",44212,45975,46596,48267
40019,"Carter, OK",41128,43074,44167,45874
40021,"Cherokee, OK",31354,32574,33943,35764
40023,"Choctaw, OK",30017,30998,32340,35627
40025,"Cimarron, OK",70331,61295,66785,68446
40027,"Cleveland, OK",43971,45295,46488,48042
40029,"Coal, OK",33760,36378,38752,38938
40031,"Comanche, OK",40207,41285,42639,45432
40033,"Cotton, OK",39632,40230,43995,47794
40035,"Craig, OK",36154,37375,39286,41477
40037,"Creek, OK",39213,40612,42591,44706
40039,"Custer, OK",38538,40152,41708,43373
40041,"Delaware, OK",31905,32594,33819,35435
40043,"Dewey, OK",39062,46491,50635,51656
40045,"Ellis, OK",49688,51734,53949,55592
40047,"Garfield, OK",43245,44288,45053,46702
40049,"Garvin, OK",36424,38315,40132,42189
40051,"Grady, OK",38707,40277,41854,43506
40053,"Grant, OK",41130,41607,47131,53075
40055,"Greer, OK",28479,28163,29876,32547
40057,"Harmon, OK",37612,36852,41582,45688
40059,"Harper, OK",49670,49199,50182,50223
40061,"Haskell, OK",32148,32348,33186,33617
40063,"Hughes, OK",37242,39298,41863,43758
40065,"Jackson, OK",39142,40299,43272,46426
40067,"Jefferson, OK",30643,32673,34158,37467
40069,"Johnston, OK",34642,36732,35555,38971
40071,"Kay, OK",39570,40172,41813,44718
40073,"Kingfisher, OK",48788,53924,56383,58591
40075,"Kiowa, OK",34838,34220,37429,40736
40077,"Latimer, OK",34099,34208,34821,35756
40079,"Le Flore, OK",31638,32225,33527,35362
40081,"Lincoln, OK",34344,35363,36731,39164
40083,"Logan, OK",41807,43406,44566,46102
40085,"Love, OK",35952,37752,38248,40353
40087,"McClain, OK",43990,46437,48780,49683
40089,"McCurtain, OK",31889,32168,33072,35511
40091,"McIntosh, OK",32746,33408,35972,38217
40093,"Major, OK",40210,44485,44106,45667
40095,"Marshall, OK",32337,33202,34406,36800
40097,"Mayes, OK",34305,35604,36741,39149
40099,"Murray, OK",41094,42637,43556,45419
40101,"Muskogee, OK",35482,36149,37881,39894
40103,"Noble, OK",40645,41795,44736,47378
40105,"Nowata, OK",34523,35887,37236,39961
40107,"Okfuskee, OK",27941,29158,31625,33520
40109,"Oklahoma, OK",49701,51313,55917,56971
40111,"Okmulgee, OK",32602,33559,35187,37367
40113,"Osage, OK",33822,34875,36438,38588
40115,"Ottawa, OK",35401,36490,38356,40876
40117,"Pawnee, OK",34568,35970,37399,39491
40119,"Payne, OK",35403,37034,39113,40487
40121,"Pittsburg, OK",36945,38415,39638,40786
40123,"Pontotoc, OK",41040,42860,45121,47748
40125,"Pottawatomie, OK",36416,37181,39769,40043
40127,"Pushmataha, OK",31278,31747,32731,35650
40129,"Roger Mills, OK",45428,44984,44266,46054
40131,"Rogers, OK",44717,46769,48836,50583
40133,"Seminole, OK",31551,33581,35152,37463
40135,"Sequoyah, OK",32145,32733,34256,36537
40137,"Stephens, OK",39335,42376,44182,46027
40139,"Texas, OK",54266,53030,56591,55434
40141,"Tillman, OK",34549,33991,38114,38316
40143,"Tulsa, OK",58664,63340,64444,65519
40145,"Wagoner, OK",38758,40116,41458,43111
40147,"Washington, OK",58997,63641,59436,58010
40149,"Washita, OK",33479,34818,36574,38017
40151,"Woods, OK",41154,44551,45859,47226
40153,"Woodward, OK",36359,38117,38420,40710
41001,"Baker, OR",37854,40070,41658,46277
41003,"Benton, OR",43472,45846,47920,50399
41005,"Clackamas, OR",55311,58903,61375,64791
41007,"Clatsop, OR",42509,44901,45743,48777
41009,"Columbia, OR",42068,43828,45379,48749
41011,"Coos, OR",41264,43550,46120,50581
41013,"Crook, OR",39188,41415,42981,46179
41015,"Curry, OR",40386,42714,44490,48046
41017,"Deschutes, OR",52743,55473,57493,61216
41019,"Douglas, OR",38720,40455,41804,46342
41021,"Gilliam, OR",48239,50504,56907,67754
41023,"Grant, OR",38952,41220,42596,47569
41025,"Harney, OR",36662,39000,40779,47009
41027,"Hood River, OR",52482,54963,55609,60225
41029,"Jackson, OR",44461,45903,47708,51824
41031,"Jefferson, OR",32516,34350,35376,39552
41033,"Josephine, OR",38828,40980,43694,46913
41035,"Klamath, OR",38375,39777,40457,44513
41037,"Lake, OR",37744,40373,41826,47402
41039,"Lane, OR",43317,44957,45960,49583
41041,"Lincoln, OR",41589,43858,44689,47231
41043,"Linn, OR",40538,42811,43971,48040
41045,"Malheur, OR",30364,31610,33562,37964
41047,"Marion, OR",40589,42383,44464,48135
41049,"Morrow, OR",42541,45016,48535,58541
41051,"Multnomah, OR",53990,57195,59402,63852
41053,"Polk, OR",39343,41045,42718,45660
41055,"Sherman, OR",46504,54618,57119,66349
41057,"Tillamook, OR",42786,43619,44607,48060
41059,"Umatilla, OR",37626,39728,41267,46209
41061,"Union, OR",37790,39755,40881,45242
41063,"Wallowa, OR",41390,43273,45435,50303
41065,"Wasco, OR",41183,42673,43397,48643
41067,"Washington, OR",57502,60999,63425,66831
41069,"Wheeler, OR",33003,35656,37385,41366
41071,"Yamhill, OR",43077,45273,47151,51028
42001,"Adams, PA",46865,48826,50785,54172
42003,"Allegheny, PA",58729,63371,64718,68777
42005,"Armstrong, PA",42248,44955,47058,51200
42007,"Beaver, PA",45698,48416,50385,55449
42009,"Bedford, PA",40285,41911,42762,46246
42011,"Berks, PA",47609,49549,51606,55953
42013,"Blair, PA",43992,46236,47573,52096
42015,"Bradford, PA",39342,40626,43071,45979
42017,"Bucks, PA",70269,73655,76502,80627
42019,"Butler, PA",56134,58575,60995,64732
42021,"Cambria, PA",40421,43050,44620,48637
42023,"Cameron, PA",45481,48251,48108,53654
42025,"Carbon, PA",48715,51641,52887,56868
42027,"Centre, PA",44908,46210,47947,50615
42029,"Chester, PA",79592,84955,88403,91927
42031,"Clarion, PA",38855,40756,42015,45427
42033,"Clearfield, PA",42502,44839,46443,50648
42035,"Clinton, PA",37905,39382,42765,46338
42037,"Columbia, PA",40735,42286,43558,47464
42039,"Crawford, PA",38373,40644,42127,46356
42041,"Cumberland, PA",52906,55119,57256,61596
42043,"Dauphin, PA",48558,50878,52892,56792
42045,"Delaware, PA",62909,67223,69950,73588
42047,"Elk, PA",45674,48420,48791,53592
